,English,Indonesian,ParseTree,Num_PPs,Complexity
6178,How would you feel if your wife left you?,CC-BY 2.0 (France) Attribution: tatoeba.org #1066854 (Zifre) & #4136440 (Bilmanda),(SBARQ (WHADVP (WRB How)) (SQ (MD would) (NP (PRP you)) (VP (VB feel) (SBAR (IN if) (S (NP (PRP$ your) (NN wife)) (VP (VBD left) (NP (PRP you))))))) (. ?)),1,complex
6179,I almost died when I fell off the bridge.,CC-BY 2.0 (France) Attribution: tatoeba.org #6659398 (CK) & #12816182 (HAGNi),(S (NP (PRP I)) (ADVP (RB almost)) (VP (VBD died) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD fell) (PP (IN off) (NP (DT the) (NN bridge))))))) (. .)),1,complex
6180,I barely have enough money for groceries.,CC-BY 2.0 (France) Attribution: tatoeba.org #2293496 (CK) & #5143895 (Bilmanda),(S (NP (PRP I)) (ADVP (RB barely)) (VP (VBP have) (NP (NP (JJ enough) (NN money)) (PP (IN for) (NP (NNS groceries))))) (. .)),1,simple
6181,I can't remember the melody of that song.,CC-BY 2.0 (France) Attribution: tatoeba.org #1392879 (CK) & #11222369 (Pi31415i),(S (NP (PRP I)) (VP (MD ca) (RB n't) (VP (VB remember) (NP (NP (DT the) (NN melody)) (PP (IN of) (NP (DT that) (NN song)))))) (. .)),1,simple
6182,I can't remember the melody to that song.,CC-BY 2.0 (France) Attribution: tatoeba.org #395037 (CK) & #11222369 (Pi31415i),(S (NP (PRP I)) (VP (MD ca) (RB n't) (VP (VB remember) (NP (NP (DT the) (NN melody)) (PP (IN to) (NP (DT that) (NN song)))))) (. .)),1,simple
6183,I didn't expect Tom to be at the meeting.,CC-BY 2.0 (France) Attribution: tatoeba.org #2951972 (CK) & #5212238 (Bilmanda),(S (NP (PRP I)) (VP (VBD did) (RB n't) (VP (VB expect) (S (NP (NNP Tom)) (VP (TO to) (VP (VB be) (PP (IN at) (NP (DT the) (NN meeting)))))))) (. .)),2,simple
6184,I didn't think we needed to wait for Tom.,CC-BY 2.0 (France) Attribution: tatoeba.org #7143755 (CK) & #7849612 (dbahasa),(S (NP (PRP I)) (VP (VBD did) (RB n't) (VP (VB think) (SBAR (S (NP (PRP we)) (VP (VBD needed) (S (VP (TO to) (VP (VB wait) (PP (IN for) (NP (NNP Tom))))))))))) (. .)),2,complex
6185,I don't know what I would do without you.,CC-BY 2.0 (France) Attribution: tatoeba.org #3620143 (CK) & #11654003 (Pacific),(S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (MD would) (VP (VB do) (PP (IN without) (NP (PRP you))))))))) (. .)),1,complex
6186,I don't like to wear shoes without socks.,CC-BY 2.0 (France) Attribution: tatoeba.org #1482669 (wallebot) & #10732699 (HAGNi),(S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB like) (S (VP (TO to) (VP (VB wear) (NP (NNS shoes)) (PP (IN without) (NP (NNS socks)))))))) (. .)),3,simple
6187,I don't remember the title of that movie.,CC-BY 2.0 (France) Attribution: tatoeba.org #3071760 (sharptoothed) & #11406844 (Pacific),(S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB remember) (NP (NP (DT the) (NN title)) (PP (IN of) (NP (DT that) (NN movie)))))) (. .)),1,simple
6188,I don't think Tom would like living here.,CC-BY 2.0 (France) Attribution: tatoeba.org #6125100 (CK) & #10675130 (HAGNi),(S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (SBAR (S (NP (NNP Tom)) (VP (MD would) (VP (VB like) (S (VP (VBG living) (ADVP (RB here)))))))))) (. .)),1,complex
6189,I doubt the authenticity of the document.,CC-BY 2.0 (France) Attribution: tatoeba.org #254636 (CK) & #10984088 (HAGNi),(S (NP (PRP I)) (VP (VBP doubt) (NP (NP (DT the) (NN authenticity)) (PP (IN of) (NP (DT the) (NN document))))) (. .)),1,simple
6190,I doubt you will be happy with my report.,CC-BY 2.0 (France) Attribution: tatoeba.org #2323933 (CK) & #3479021 (lewis),(S (NP (PRP I)) (VP (VBP doubt) (SBAR (S (NP (PRP you)) (VP (MD will) (VP (VB be) (ADJP (JJ happy) (PP (IN with) (NP (PRP$ my) (NN report))))))))) (. .)),1,complex
6191,I have my supper at a quarter past seven.,CC-BY 2.0 (France) Attribution: tatoeba.org #262100 (CK) & #4760055 (Bilmanda),(S (NP (PRP I)) (VP (VBP have) (NP (NP (PRP$ my) (NN supper)) (PP (IN at) (PP (NP (DT a) (NN quarter)) (PP (IN past) (NP (CD seven))))))) (. .)),3,simple
6192,I have my supper at a quarter past seven.,CC-BY 2.0 (France) Attribution: tatoeba.org #262100 (CK) & #12823411 (HAGNi),(S (NP (PRP I)) (VP (VBP have) (NP (NP (PRP$ my) (NN supper)) (PP (IN at) (PP (NP (DT a) (NN quarter)) (PP (IN past) (NP (CD seven))))))) (. .)),3,simple
6193,I have no interest in doing this anymore.,CC-BY 2.0 (France) Attribution: tatoeba.org #3618899 (CK) & #3998909 (Bilmanda),(S (NP (PRP I)) (VP (VBP have) (NP (NP (DT no) (NN interest)) (PP (IN in) (S (VP (VBG doing) (NP (DT this)))))) (ADVP (RB anymore))) (. .)),1,simple
6194,I haven't talked with Tom in a long time.,CC-BY 2.0 (France) Attribution: tatoeba.org #12047454 (CK) & #12047457 (Pacific),(S (NP (PRP I)) (VP (VBP have) (RB n't) (VP (VBN talked) (PP (IN with) (NP (NNP Tom))) (PP (IN in) (NP (DT a) (JJ long) (NN time))))) (. .)),3,simple
6195,I heard that Tom plans to move to Boston.,CC-BY 2.0 (France) Attribution: tatoeba.org #2952238 (CK) & #4216055 (Bilmanda),(S (NP (PRP I)) (VP (VBD heard) (SBAR (IN that) (S (NP (NNP Tom)) (VP (VBZ plans) (S (VP (TO to) (VP (VB move) (PP (IN to) (NP (NNP Boston)))))))))) (. .)),2,complex
6196,I hope we can finish the project on time.,CC-BY 2.0 (France) Attribution: tatoeba.org #10983910 (Elaineeeeee) & #11756301 (Pacific),(S (NP (PRP I)) (VP (VBP hope) (SBAR (S (NP (PRP we)) (VP (MD can) (VP (VB finish) (NP (DT the) (NN project)) (PP (IN on) (NP (NN time)))))))) (. .)),1,complex
6197,I hope you're not going to disappoint me.,CC-BY 2.0 (France) Attribution: tatoeba.org #2361008 (CK) & #7883128 (dbahasa),(S (NP (PRP I)) (VP (VBP hope) (SBAR (S (NP (PRP you)) (VP (VBP 're) (RB not) (VP (VBG going) (S (VP (TO to) (VP (VB disappoint) (NP (PRP me)))))))))) (. .)),1,complex
6198,I just want you to remember this feeling.,CC-BY 2.0 (France) Attribution: tatoeba.org #2026897 (CK) & #5199968 (Bilmanda),(S (NP (PRP I)) (ADVP (RB just)) (VP (VBP want) (S (NP (PRP you)) (VP (TO to) (VP (VB remember) (NP (DT this) (NN feeling)))))) (. .)),1,simple
6199,I know that Tom is a bit older than Mary.,CC-BY 2.0 (France) Attribution: tatoeba.org #7514665 (CK) & #10676782 (HAGNi),(S (NP (PRP I)) (VP (VBP know) (SBAR (IN that) (S (NP (NNP Tom)) (VP (VBZ is) (ADJP (ADJP (NP (DT a) (NN bit)) (JJR older)) (PP (IN than) (NP (NNP Mary)))))))) (. .)),1,complex
6200,I know that you lied to me the other day.,CC-BY 2.0 (France) Attribution: tatoeba.org #2640795 (CK) & #3478684 (lewis),(S (NP (PRP I)) (VP (VBP know) (SBAR (IN that) (S (NP (PRP you)) (VP (VBD lied) (PP (IN to) (NP (PRP me))) (NP (DT the) (JJ other) (NN day)))))) (. .)),1,complex
6201,I love sports. I get that from my father.,CC-BY 2.0 (France) Attribution: tatoeba.org #51647 (Dejo) & #4396644 (Bilmanda),(S (NP (PRP I)) (VP (VBP love) (NP (NNS sports))) (. .)),1,simple
6202,I need to know where Tom buried the gold.,CC-BY 2.0 (France) Attribution: tatoeba.org #2387686 (CK) & #12924474 (HAGNi),(S (NP (PRP I)) (VP (VBP need) (S (VP (TO to) (VP (VB know) (SBAR (WHADVP (WRB where)) (S (NP (NNP Tom)) (VP (VBD buried) (NP (DT the) (NN gold))))))))) (. .)),1,complex
6203,I think I can help Tom with his homework.,CC-BY 2.0 (France) Attribution: tatoeba.org #4049463 (CK) & #5257349 (Bilmanda),(S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP I)) (VP (MD can) (VP (VB help) (NP (NNP Tom)) (PP (IN with) (NP (PRP$ his) (NN homework)))))))) (. .)),1,complex
6204,I think I know why Tom doesn't like Mary.,CC-BY 2.0 (France) Attribution: tatoeba.org #3620297 (CK) & #4788264 (Bilmanda),(S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP I)) (VP (VBP know) (SBAR (WHADVP (WRB why)) (S (NP (NNP Tom)) (VP (VBZ does) (RB n't) (VP (VB like) (NP (NNP Mary)))))))))) (. .)),1,complex
6205,I think I will take a vacation this week.,CC-BY 2.0 (France) Attribution: tatoeba.org #257514 (CK) & #3978329 (User65345),(S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP I)) (VP (MD will) (VP (VB take) (NP (DT a) (NN vacation)) (NP (DT this) (NN week))))))) (. .)),1,complex
6206,I think we need to find a new babysitter.,CC-BY 2.0 (France) Attribution: tatoeba.org #3264781 (CK) & #4743687 (Bilmanda),(S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP we)) (VP (VBP need) (S (VP (TO to) (VP (VB find) (NP (DT a) (JJ new) (NN babysitter))))))))) (. .)),2,complex
6207,I think you've been trying to contact us.,CC-BY 2.0 (France) Attribution: tatoeba.org #2294068 (CK) & #3885826 (Bilmanda),(S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP you)) (VP (VBP 've) (VP (VBN been) (VP (VBG trying) (S (VP (TO to) (VP (VB contact) (NP (PRP us))))))))))) (. .)),1,complex
6208,I want to eat something that isn't sweet.,CC-BY 2.0 (France) Attribution: tatoeba.org #3777905 (CK) & #4164033 (Bilmanda),(S (NP (PRP I)) (VP (VBP want) (S (VP (TO to) (VP (VB eat) (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (RB n't) (ADJP (JJ sweet)))))))))) (. .)),1,complex
6209,I wrote a letter to my parents back home.,CC-BY 2.0 (France) Attribution: tatoeba.org #4952709 (Zenov) & #4159769 (Bilmanda),(S (NP (PRP I)) (VP (VBD wrote) (NP (DT a) (NN letter)) (PP (IN to) (NP (PRP$ my) (NNS parents))) (ADVP (RB back) (NN home))) (. .)),3,simple
6210,I'd like to know who took those pictures.,CC-BY 2.0 (France) Attribution: tatoeba.org #3308332 (CK) & #11649012 (Pacific),(S (NP (PRP I)) (VP (MD 'd) (VP (VB like) (S (VP (TO to) (VP (VB know) (SBAR (WHNP (WP who)) (S (VP (VBD took) (NP (DT those) (NNS pictures)))))))))) (. .)),2,complex
6211,I'd like to know who took those pictures.,CC-BY 2.0 (France) Attribution: tatoeba.org #3308332 (CK) & #11794611 (Pacific),(S (NP (PRP I)) (VP (MD 'd) (VP (VB like) (S (VP (TO to) (VP (VB know) (SBAR (WHNP (WP who)) (S (VP (VBD took) (NP (DT those) (NNS pictures)))))))))) (. .)),2,complex
6212,I'd like to show Tom what I bought today.,CC-BY 2.0 (France) Attribution: tatoeba.org #3506540 (CK) & #3507332 (lewis),(S (NP (PRP I)) (VP (MD 'd) (VP (VB like) (S (VP (TO to) (VP (VB show) (NP (NNP Tom)) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBD bought) (NP (NN today)))))))))) (. .)),2,complex
6213,I'm fed up with everything and everybody.,CC-BY 2.0 (France) Attribution: tatoeba.org #8200775 (maaster) & #8453585 (Bilmanda),(S (NP (PRP I)) (VP (VBP 'm) (VP (VBN fed) (PRT (RP up)) (PP (IN with) (NP (NP (NN everything)) (CC and) (NP (NN everybody)))))) (. .)),2,simple
6214,I'm pretty impressed with Tom's progress.,CC-BY 2.0 (France) Attribution: tatoeba.org #2538522 (CK) & #4062647 (Bilmanda),(S (NP (PRP I)) (VP (VBP 'm) (ADJP (RB pretty) (VBN impressed) (PP (IN with) (NP (NP (NNP Tom) (POS 's)) (NN progress))))) (. .)),1,simple
6215,"I'm very sorry, but we can't let you out.",CC-BY 2.0 (France) Attribution: tatoeba.org #1667928 (fanty) & #3478490 (lewis),"(S (S (NP (PRP I)) (VP (VBP 'm) (ADJP (RB very) (JJ sorry)))) (, ,) (CC but) (S (NP (PRP we)) (VP (MD ca) (RB n't) (VP (VB let) (S (NP (PRP you)) (PRT (RP out)))))) (. .))",2,compound
6216,"If you're looking for Tom, he's not here.",CC-BY 2.0 (France) Attribution: tatoeba.org #3723208 (CM) & #8864829 (HAGNi),"(S (SBAR (IN If) (S (NP (PRP you)) (VP (VBP 're) (VP (VBG looking) (PP (IN for) (NP (NNP Tom))))))) (, ,) (NP (PRP he)) (VP (VBZ 's) (RB not) (ADVP (RB here))) (. .))",1,complex
6217,Is it true that Tom doesn't like to swim?,CC-BY 2.0 (France) Attribution: tatoeba.org #2952995 (CK) & #4308980 (Bilmanda),(SQ (VBZ Is) (NP (NP (PRP it))) (ADJP (JJ true)) (SBAR (IN that) (S (NP (NNP Tom)) (VP (VBZ does) (RB n't) (VP (VB like) (S (VP (TO to) (VP (VB swim)))))))) (. ?)),2,complex
6218,Is this a picture that you yourself drew?,CC-BY 2.0 (France) Attribution: tatoeba.org #400165 (CK) & #10082165 (HAGNi),(SQ (VBZ Is) (NP (DT this)) (NP (NP (DT a) (NN picture)) (SBAR (WHNP (WDT that)) (S (NP (NP (PRP you)) (NP (PRP yourself))) (VP (VBD drew))))) (. ?)),1,complex
6219,It was a party to celebrate her birthday.,CC-BY 2.0 (France) Attribution: tatoeba.org #42150 (CK) & #1032081 (pryo),(S (NP (PRP It)) (VP (VBD was) (NP (NP (DT a) (NN party)) (SBAR (S (VP (TO to) (VP (VB celebrate) (NP (PRP$ her) (NN birthday)))))))) (. .)),2,complex
6220,It was like watching a slow motion movie.,CC-BY 2.0 (France) Attribution: tatoeba.org #42617 (CK) & #5175000 (Bilmanda),(S (NP (PRP It)) (VP (VBD was) (PP (IN like) (S (VP (VBG watching) (NP (DT a) (NML (JJ slow) (NN motion)) (NN movie)))))) (. .)),2,simple
6221,It's fun to learn about foreign cultures.,CC-BY 2.0 (France) Attribution: tatoeba.org #21939 (Eldad) & #7464496 (purichan),(S (NP (NP (PRP It))) (VP (VBZ 's) (ADJP (JJ fun)) (S (VP (TO to) (VP (VB learn) (PP (IN about) (NP (JJ foreign) (NNS cultures))))))) (. .)),2,simple
6222,It's hard not to come to this conclusion.,CC-BY 2.0 (France) Attribution: tatoeba.org #2230307 (eternica) & #3880664 (Bilmanda),(S (NP (NP (PRP It))) (VP (VBZ 's) (ADJP (JJ hard)) (S (RB not) (VP (TO to) (VP (VB come) (PP (IN to) (NP (DT this) (NN conclusion))))))) (. .)),2,simple
6223,It's on the first floor of that building.,CC-BY 2.0 (France) Attribution: tatoeba.org #68635 (CK) & #3938925 (Bilmanda),(S (NP (PRP It)) (VP (VBZ 's) (PP (IN on) (NP (NP (DT the) (JJ first) (NN floor)) (PP (IN of) (NP (DT that) (NN building)))))) (. .)),2,simple
6224,It's on the third floor of this building.,CC-BY 2.0 (France) Attribution: tatoeba.org #11532327 (pip) & #13065114 (Bilmanda),(S (NP (PRP It)) (VP (VBZ 's) (PP (IN on) (NP (NP (DT the) (JJ third) (NN floor)) (PP (IN of) (NP (DT this) (NN building)))))) (. .)),2,simple
6225,Languages are subject to constant change.,CC-BY 2.0 (France) Attribution: tatoeba.org #1453565 (CM) & #4308720 (Bilmanda),(S (NP (NNS Languages)) (VP (VBP are) (ADJP (JJ subject) (PP (IN to) (NP (JJ constant) (NN change))))) (. .)),1,simple
6226,"Left alone, the little girl began to cry.",CC-BY 2.0 (France) Attribution: tatoeba.org #27613 (CK) & #1021776 (pryo),"(S (S (VP (VBN Left) (ADVP (RB alone)))) (, ,) (NP (DT the) (JJ little) (NN girl)) (VP (VBD began) (S (VP (TO to) (VP (VB cry))))) (. .))",2,simple
6227,My name is known by everyone in our town.,CC-BY 2.0 (France) Attribution: tatoeba.org #1216285 (jared1981) & #1065557 (pryo),(S (NP (PRP$ My) (NN name)) (VP (VBZ is) (VP (VBN known) (PP (IN by) (NP (NP (NN everyone)) (PP (IN in) (NP (PRP$ our) (NN town))))))) (. .)),2,simple
6228,Neither Tom nor Mary has a swimming pool.,CC-BY 2.0 (France) Attribution: tatoeba.org #7541823 (CK) & #10041427 (HAGNi),(S (NP (CC Neither) (NNP Tom) (CC nor) (NNP Mary)) (VP (VBZ has) (NP (DT a) (NN swimming) (NN pool))) (. .)),1,simple
6229,No one knows when that's going to happen.,CC-BY 2.0 (France) Attribution: tatoeba.org #8867213 (CK) & #10069223 (hasnadinar),(S (NP (DT No) (NN one)) (VP (VBZ knows) (SBAR (WHADVP (WRB when)) (S (NP (DT that)) (VP (VBZ 's) (VP (VBG going) (S (VP (TO to) (VP (VB happen))))))))) (. .)),1,complex
6230,People believe what they want to believe.,CC-BY 2.0 (France) Attribution: tatoeba.org #2026947 (CK) & #12093562 (fira242),(S (NP (NNS People)) (VP (VBP believe) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBP want) (S (VP (TO to) (VP (VB believe)))))))) (. .)),1,complex
6231,People like talking about their children.,CC-BY 2.0 (France) Attribution: tatoeba.org #12510309 (CK) & #12511183 (HAGNi),(S (NP (NNS People)) (VP (VBP like) (S (VP (VBG talking) (PP (IN about) (NP (PRP$ their) (NNS children)))))) (. .)),2,simple
6232,Please refrain from smoking in this room.,CC-BY 2.0 (France) Attribution: tatoeba.org #57369 (CK) & #1257089 (Archangelix),(S (VB Please) (VP (VB refrain) (PP (IN from) (S (VP (VBG smoking) (PP (IN in) (NP (DT this) (NN room))))))) (. .)),2,simple
6233,Roger Miller died of lung cancer in 1992.,CC-BY 2.0 (France) Attribution: tatoeba.org #552264 (American) & #11633946 (Pacific),(S (NP (NNP Roger) (NNP Miller)) (VP (VBD died) (PP (IN of) (NP (NN lung) (NN cancer))) (PP (IN in) (NP (CD 1992)))) (. .)),2,simple
6234,She allegedly killed him in self-defense.,CC-BY 2.0 (France) Attribution: tatoeba.org #886940 (CK) & #4216061 (Bilmanda),(S (NP (PRP She)) (ADVP (RB allegedly)) (VP (VBD killed) (NP (PRP him)) (PP (IN in) (NP (NN self) (HYPH -) (NN defense)))) (. .)),1,simple
6235,She stayed at the hotel for several days.,CC-BY 2.0 (France) Attribution: tatoeba.org #315286 (CK) & #1046593 (ajid),(S (NP (PRP She)) (VP (VBD stayed) (PP (IN at) (NP (DT the) (NN hotel))) (PP (IN for) (NP (JJ several) (NNS days)))) (. .)),2,simple
6236,She was nervous before the entrance exam.,CC-BY 2.0 (France) Attribution: tatoeba.org #316102 (CM) & #788231 (windra),(S (NP (PRP She)) (VP (VBD was) (ADJP (JJ nervous)) (PP (IN before) (NP (DT the) (NN entrance) (NN exam)))) (. .)),1,simple
6237,That book is available in only one store.,CC-BY 2.0 (France) Attribution: tatoeba.org #1214376 (jared1981) & #1065584 (pryo),(S (NP (DT That) (NN book)) (VP (VBZ is) (ADJP (JJ available)) (PP (IN in) (NP (QP (RB only) (CD one)) (NN store)))) (. .)),1,simple
6238,That was the first time I got on a plane.,CC-BY 2.0 (France) Attribution: tatoeba.org #366338 (exodream) & #331568 (umarsaid),(S (NP (DT That)) (VP (VBD was) (NP (NP (DT the) (JJ first) (NN time)) (SBAR (S (NP (PRP I)) (VP (VBD got) (PP (IN on) (NP (DT a) (NN plane)))))))) (. .)),2,complex
6239,That's the one thing I hadn't thought of.,CC-BY 2.0 (France) Attribution: tatoeba.org #550880 (darinmex) & #4308761 (Bilmanda),(S (NP (DT That)) (VP (VBZ 's) (NP (NP (DT the) (CD one) (NN thing)) (SBAR (S (NP (PRP I)) (VP (VBD had) (RB n't) (VP (VBN thought) (PP (IN of)))))))) (. .)),1,complex
6240,The apple doesn't fall far from the tree.,CC-BY 2.0 (France) Attribution: tatoeba.org #1285500 (enteka) & #4669384 (Bilmanda),(S (NP (DT The) (NN apple)) (VP (VBZ does) (RB n't) (VP (VB fall) (ADVP (RB far) (PP (IN from) (NP (DT the) (NN tree)))))) (. .)),2,simple
6241,The apple doesn't fall far from the tree.,CC-BY 2.0 (France) Attribution: tatoeba.org #1285500 (enteka) & #12808477 (Tanama),(S (NP (DT The) (NN apple)) (VP (VBZ does) (RB n't) (VP (VB fall) (ADVP (RB far) (PP (IN from) (NP (DT the) (NN tree)))))) (. .)),2,simple
6242,The apple doesn't fall far from the tree.,CC-BY 2.0 (France) Attribution: tatoeba.org #1285500 (enteka) & #12808480 (Tanama),(S (NP (DT The) (NN apple)) (VP (VBZ does) (RB n't) (VP (VB fall) (ADVP (RB far) (PP (IN from) (NP (DT the) (NN tree)))))) (. .)),2,simple
6243,The apple doesn't fall far from the tree.,CC-BY 2.0 (France) Attribution: tatoeba.org #1285500 (enteka) & #12808629 (Tanama),(S (NP (DT The) (NN apple)) (VP (VBZ does) (RB n't) (VP (VB fall) (ADVP (RB far) (PP (IN from) (NP (DT the) (NN tree)))))) (. .)),2,simple
6244,The big building was blazing with lights.,CC-BY 2.0 (France) Attribution: tatoeba.org #275506 (CM) & #4194502 (Bilmanda),(S (NP (DT The) (JJ big) (NN building)) (VP (VBD was) (VP (VBG blazing) (PP (IN with) (NP (NNS lights))))) (. .)),1,simple
6245,The children don't want to play with Tom.,CC-BY 2.0 (France) Attribution: tatoeba.org #11229920 (Ergulis) & #12046048 (HAGNi),(S (NP (DT The) (NNS children)) (VP (VBP do) (RB n't) (VP (VB want) (S (VP (TO to) (VP (VB play) (PP (IN with) (NP (NNP Tom)))))))) (. .)),2,simple
6246,The doctor is only available on weekdays.,CC-BY 2.0 (France) Attribution: tatoeba.org #680305 (Source_VOA) & #1065636 (pryo),(S (NP (DT The) (NN doctor)) (VP (VBZ is) (ADJP (RB only) (JJ available)) (PP (IN on) (NP (NNS weekdays)))) (. .)),1,simple
6247,The drinks were served in coconut shells.,CC-BY 2.0 (France) Attribution: tatoeba.org #27113 (al_ex_an_der) & #5879069 (Bilmanda),(S (NP (DT The) (NNS drinks)) (VP (VBD were) (VP (VBN served) (PP (IN in) (NP (NN coconut) (NNS shells))))) (. .)),1,simple
6248,The group tried to solve social problems.,CC-BY 2.0 (France) Attribution: tatoeba.org #45448 (CM) & #4060045 (Bilmanda),(S (NP (DT The) (NN group)) (VP (VBD tried) (S (VP (TO to) (VP (VB solve) (NP (JJ social) (NNS problems)))))) (. .)),1,simple
6249,The men were speaking a foreign language.,CC-BY 2.0 (France) Attribution: tatoeba.org #12093418 (CK) & #12093489 (fira242),(S (NP (DT The) (NNS men)) (VP (VBD were) (VP (VBG speaking) (NP (DT a) (JJ foreign) (NN language)))) (. .)),1,simple
6250,The museum is open from Monday to Friday.,CC-BY 2.0 (France) Attribution: tatoeba.org #44494 (CK) & #10794941 (HAGNi),(S (NP (DT The) (NN museum)) (VP (VBZ is) (ADJP (JJ open)) (PP (PP (IN from) (NP (NNP Monday))) (PP (IN to) (NP (NNP Friday))))) (. .)),2,simple
6251,The octopus is hiding in a coconut shell.,CC-BY 2.0 (France) Attribution: tatoeba.org #7813019 (sharris123) & #5889038 (Bilmanda),(S (NP (DT The) (NN octopus)) (VP (VBZ is) (VP (VBG hiding) (PP (IN in) (NP (DT a) (NN coconut) (NN shell))))) (. .)),2,simple
6252,The student left without saying anything.,CC-BY 2.0 (France) Attribution: tatoeba.org #21376 (CK) & #4555934 (dbahasa),(S (NP (DT The) (NN student)) (VP (VBD left) (PP (IN without) (S (VP (VBG saying) (NP (NN anything)))))) (. .)),2,simple
6253,The teacher is with the school principal.,CC-BY 2.0 (France) Attribution: tatoeba.org #370681 (saeb) & #5160917 (Bilmanda),(S (NP (DT The) (NN teacher)) (VP (VBZ is) (PP (IN with) (NP (DT the) (NN school) (NN principal)))) (. .)),1,simple
6254,There is an urgent need for a new system.,CC-BY 2.0 (France) Attribution: tatoeba.org #903686 (CK) & #5175001 (Bilmanda),(S (NP (EX There)) (VP (VBZ is) (NP (NP (DT an) (JJ urgent) (NN need)) (PP (IN for) (NP (DT a) (JJ new) (NN system))))) (. .)),2,simple
6255,There is little food in the refrigerator.,CC-BY 2.0 (France) Attribution: tatoeba.org #326072 (CK) & #7153037 (purichan),(S (NP (EX There)) (VP (VBZ is) (NP (JJ little) (NN food)) (PP (IN in) (NP (DT the) (NN refrigerator)))) (. .)),1,simple
6256,There is little food in the refrigerator.,CC-BY 2.0 (France) Attribution: tatoeba.org #326072 (CK) & #11224465 (Pacific),(S (NP (EX There)) (VP (VBZ is) (NP (JJ little) (NN food)) (PP (IN in) (NP (DT the) (NN refrigerator)))) (. .)),1,simple
6257,There is too much furniture in this room.,CC-BY 2.0 (France) Attribution: tatoeba.org #57345 (CK) & #1257117 (Archangelix),(S (NP (EX There)) (VP (VBZ is) (NP (ADJP (RB too) (JJ much)) (NN furniture)) (PP (IN in) (NP (DT this) (NN room)))) (. .)),1,simple
6258,There's a park in the middle of the city.,CC-BY 2.0 (France) Attribution: tatoeba.org #10324526 (CK) & #11324563 (Pacific),(S (NP (EX There)) (VP (VBZ 's) (NP (DT a) (NN park)) (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN city)))))) (. .)),4,simple
6259,They dropped an atomic bomb on Hiroshima.,CC-BY 2.0 (France) Attribution: tatoeba.org #306531 (CK) & #11473644 (Pacific),(S (NP (PRP They)) (VP (VBD dropped) (NP (DT an) (JJ atomic) (NN bomb)) (PP (IN on) (NP (NNP Hiroshima)))) (. .)),1,simple
6260,This compass will be useful on your trip.,CC-BY 2.0 (France) Attribution: tatoeba.org #2488830 (sharptoothed) & #3888756 (Bilmanda),(S (NP (DT This) (NN compass)) (VP (MD will) (VP (VB be) (ADJP (JJ useful) (PP (IN on) (NP (PRP$ your) (NN trip)))))) (. .)),1,simple
6261,This information is very important to us.,CC-BY 2.0 (France) Attribution: tatoeba.org #8543086 (CK) & #8539514 (Jepang),(S (NP (DT This) (NN information)) (VP (VBZ is) (ADJP (RB very) (JJ important) (PP (IN to) (NP (PRP us))))) (. .)),1,simple
6262,This is the book that I want you to read.,CC-BY 2.0 (France) Attribution: tatoeba.org #8175145 (CK) & #10932509 (joses),(S (NP (DT This)) (VP (VBZ is) (NP (NP (DT the) (NN book)) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBP want) (S (NP (PRP you)) (VP (TO to) (VP (VB read))))))))) (. .)),1,complex
6263,This is the book that I want you to read.,CC-BY 2.0 (France) Attribution: tatoeba.org #8175145 (CK) & #12723283 (HAGNi),(S (NP (DT This)) (VP (VBZ is) (NP (NP (DT the) (NN book)) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBP want) (S (NP (PRP you)) (VP (TO to) (VP (VB read))))))))) (. .)),1,complex
6264,This is the book you've been looking for.,CC-BY 2.0 (France) Attribution: tatoeba.org #12392933 (sundown) & #12392937 (HAGNi),(S (NP (DT This)) (VP (VBZ is) (NP (NP (DT the) (NN book)) (SBAR (S (NP (PRP you)) (VP (VBP 've) (VP (VBN been) (VP (VBG looking) (PP (IN for))))))))) (. .)),1,complex
6265,This is the hotel that we always stay in.,CC-BY 2.0 (France) Attribution: tatoeba.org #9821166 (CK) & #9997756 (HAGNi),(S (NP (DT This)) (VP (VBZ is) (NP (NP (DT the) (NN hotel)) (SBAR (WHNP (WDT that)) (S (NP (PRP we)) (ADVP (RB always)) (VP (VBP stay) (PP (IN in))))))) (. .)),1,complex
